	pathway	X0285.015.009	X1005.015.008	X1016.015.020	X1018.015.022	X1058.016.043	X1084.016.071	X1089.016.076	X1092.016.079	X1106.016.093	X1155.016.142	X1158.016.145	X1161.016.148	X1184.016.171	X1190.016.177	X1480.019.118	X1484.019.122	X1486.019.124	X1503.019.141	X1541.019.179	X1543.019.181	X1545.019.183	X1553.019.191	X1554.019.192	X1555.019.193	X1558.019.196	X1559.019.197	X1563.019.201	X1564.019.202	X1565.019.203	X1566.019.204	X1568.019.206	X1569.019.207	X1571.019.209	X1575.019.213	X1581.019.219
385	Nucleotide Excision Repair Homo sapiens R-HSA-5696398	NA	NA	NA	NA	-1.31575355144963	1.45887772731602	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
386	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways Homo sapiens R-HSA-168643	NA	NA	NA	NA	-1.84086467077671	NA	NA	NA	NA	1.64575036025404	-1.82652902842536	NA	1.63660650689966	NA	1.64024881460693	NA	-1.7555279664086	1.77568556705901	2.03763746735825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
387	Nucleotide-like (purinergic) receptors Homo sapiens R-HSA-418038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.59090115466476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.65979556472021	NA	NA	NA	NA	NA
388	O-glycosylation of TSR domain-containing proteins Homo sapiens R-HSA-5173214	NA	NA	NA	NA	NA	NA	1.85771896036304	NA	NA	NA	NA	NA	NA	NA	1.46901091167431	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.93995390300714	NA	NA	NA	NA	-1.65217076581574	-1.58995766416766	NA	NA	NA	NA
389	O-linked glycosylation Homo sapiens R-HSA-5173105	NA	NA	NA	NA	NA	NA	1.44910717739942	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.43258078108759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
390	Olfactory Signaling Pathway Homo sapiens R-HSA-381753	NA	NA	NA	NA	1.50221635468584	NA	2.14609649841397	-1.41187570867526	-1.79948359722187	NA	NA	NA	NA	NA	NA	NA	NA	1.67244252245549	-2.04803978308367	NA	-1.97198435485468	1.68901997608426	NA	NA	NA	NA	NA	1.70465223515545	NA	NA	NA	NA	NA	NA	NA
391	Oncogene Induced Senescence Homo sapiens R-HSA-2559585	NA	NA	NA	NA	NA	NA	NA	1.56724775839998	NA	NA	NA	NA	NA	NA	1.53242020976248	NA	-1.6289484739349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
392	Orc1 removal from chromatin Homo sapiens R-HSA-68949	NA	NA	-1.72728434145536	NA	-1.88476704522274	1.82041493563925	NA	1.88665319026979	NA	NA	-1.81745277709037	NA	NA	NA	1.68720807690556	-1.66947556479102	-1.61059528118317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.51604927576874	NA	NA	-1.65653443758113	NA	NA
393	Organelle biogenesis and maintenance Homo sapiens R-HSA-1852241	NA	-1.77330359142185	NA	1.71902910205705	NA	-1.42746021793947	-2.2027496123652	NA	NA	NA	NA	-1.40044671865476	NA	-1.60445403522214	-1.77016830427185	NA	1.57214577147689	NA	-1.63523810438288	NA	-1.37973905400981	NA	-1.80474811620739	NA	-1.64166997326901	NA	-1.48372176408165	NA	NA	-1.30110723580518	1.72351651209352	NA	1.45674638040062	NA	NA
394	Other semaphorin interactions Homo sapiens R-HSA-416700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.53005820594305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
395	Oxidative Stress Induced Senescence Homo sapiens R-HSA-2559580	NA	NA	NA	NA	-1.38997237921611	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.39193294385815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.49685989369982	NA	NA	NA	NA
396	p130Cas linkage to MAPK signaling for integrins Homo sapiens R-HSA-372708	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.5462619695868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.67958625794147	NA	NA	NA	NA
397	p53-Dependent G1 DNA Damage Response Homo sapiens R-HSA-69563	NA	NA	-1.73469858438127	NA	-1.79098969704397	1.63634818310857	NA	1.77343133481021	NA	NA	-1.75764053861518	NA	NA	NA	1.73609612706931	-1.74577837546336	-1.55659157311743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
398	p53-Dependent G1/S DNA damage checkpoint Homo sapiens R-HSA-69580	NA	NA	-1.73469858438127	NA	-1.79098969704397	1.63634818310857	NA	1.77343133481021	NA	NA	-1.75764053861518	NA	NA	NA	1.73609612706931	-1.74577837546336	-1.55659157311743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
399	p53-Independent DNA Damage Response Homo sapiens R-HSA-69610	NA	NA	-1.68999632908147	NA	-1.73188692691435	1.69726057577597	NA	1.81982519908315	NA	NA	-1.71207279408475	NA	NA	NA	1.6409349515324	-1.83094473004138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.57655760459004	NA	NA
400	p53-Independent G1/S DNA damage checkpoint Homo sapiens R-HSA-69613	NA	NA	-1.68999632908147	NA	-1.73188692691435	1.69726057577597	NA	1.81982519908315	NA	NA	-1.71207279408475	NA	NA	NA	1.6409349515324	-1.83094473004138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.57655760459004	NA	NA
401	p75NTR signals via NF-kB Homo sapiens R-HSA-193639	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.65302879459262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
402	Pausing and recovery of HIV elongation Homo sapiens R-HSA-167290	NA	NA	NA	NA	NA	1.63927580999074	NA	NA	NA	NA	NA	1.62947138911466	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
403	Pausing and recovery of Tat-mediated HIV elongation Homo sapiens R-HSA-167238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.58637587823113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
404	PCNA-Dependent Long Patch Base Excision Repair Homo sapiens R-HSA-5651801	NA	NA	NA	NA	-1.51175847744418	1.66378715654674	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.5125333036444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
405	PCP/CE pathway Homo sapiens R-HSA-4086400	NA	NA	NA	NA	NA	1.49606425999561	NA	NA	NA	NA	NA	NA	NA	NA	1.45869022347966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
406	PD-1 signaling Homo sapiens R-HSA-389948	NA	NA	NA	NA	NA	-1.57237922515106	-1.64904019433241	NA	NA	1.83873638778088	-1.965101667676	NA	1.76152623588415	-1.90659701160444	2.10171333417936	NA	NA	1.91201687545652	2.05887376039733	NA	-1.72561711826531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.84071014236751
407	Peptide chain elongation Homo sapiens R-HSA-156902	NA	-1.86177110700146	-1.78412046612977	NA	-2.4226771359634	2.52553361376503	NA	2.31140254535416	1.59314809778726	-1.94593006832434	-1.72553236841531	2.16762068033037	1.98481356742881	NA	1.4180043276802	-1.58164900586465	-1.90025333419873	NA	-1.47424179023944	NA	1.7403440185176	-1.80801495472522	NA	-1.77914006901372	-1.87088579169221	NA	NA	-1.856872805756	NA	NA	-2.27983951052064	NA	NA	NA	-1.75985313555035
408	Peptide hormone metabolism Homo sapiens R-HSA-2980736	NA	NA	NA	NA	NA	NA	1.59871854395229	NA	-1.53011298073568	NA	-1.4344905735154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.46213228972647	NA	NA	1.62504825939654	NA	NA	NA	NA	NA	NA	NA
409	Peptide ligand-binding receptors Homo sapiens R-HSA-375276	NA	1.47792253557009	NA	NA	-1.80052575361484	1.42921300266085	1.89889481168351	NA	NA	2.13166122948074	-2.25521192330063	1.50787370150039	2.02398156134464	NA	1.78159278773911	-1.65734262057481	-1.97878748644347	2.11058503280438	1.74646252274313	-1.72457473036201	NA	-1.68794641992588	1.7043543447041	NA	1.41617308594699	1.60014225226443	1.33612727525536	2.02578115819706	NA	-1.65210075330288	NA	1.52562895547836	-1.59334795032412	NA	NA
410	PERK regulates gene expression Homo sapiens R-HSA-381042	NA	NA	NA	NA	-1.6862857038775	1.54043409929498	NA	1.54677612977515	NA	NA	-1.58492667508472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
411	Phase 0 - rapid depolarisation Homo sapiens R-HSA-5576892	NA	NA	NA	NA	NA	-1.53792314860268	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.51145452577245	NA	-1.65866713249271	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
412	Phase 1 - Functionalization of compounds Homo sapiens R-HSA-211945	NA	NA	NA	NA	1.46980722806615	-1.50180021530737	NA	NA	NA	-1.58116469025312	1.50334917164869	NA	-1.48633062990541	NA	-1.62540296459674	NA	NA	-1.61944989888258	-1.48848159440301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
413	Phase 1 - inactivation of fast Na+ channels Homo sapiens R-HSA-5576894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.65512663883738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
414	Phase 2 - plateau phase Homo sapiens R-HSA-5576893	NA	NA	NA	NA	1.60305800904074	-1.84744040887718	NA	NA	NA	NA	NA	-1.64406674654752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
415	Phase II conjugation Homo sapiens R-HSA-156580	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.45204750050181	NA	NA	NA	NA	NA	NA	NA	NA	-1.41112743797008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
416	Phosphorylation of CD3 and TCR zeta chains Homo sapiens R-HSA-202427	NA	NA	NA	NA	NA	-1.52027806069064	-1.69878075661703	-1.50606785078997	NA	1.82471106014526	-1.94776178502259	NA	1.66337750630366	-1.87602115094946	1.99079707387494	NA	NA	1.91117592826848	2.04107032880912	NA	NA	NA	NA	NA	-1.6829533239411	NA	NA	NA	NA	NA	1.59666225146817	NA	NA	NA	1.68070304967672
417	Phosphorylation of the APC/C Homo sapiens R-HSA-176412	NA	NA	NA	NA	NA	NA	NA	1.69836688825139	NA	NA	NA	NA	NA	NA	NA	NA	-1.51737842070642	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
418	PI-3K cascade:FGFR1 Homo sapiens R-HSA-5654689	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.49276745529707	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.59213309258848	NA	NA	NA	NA	NA	NA	NA	NA
419	PI-3K cascade:FGFR2 Homo sapiens R-HSA-5654695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.49276745529707	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.59213309258848	NA	NA	NA	NA	NA	NA	NA	NA
420	PI-3K cascade:FGFR3 Homo sapiens R-HSA-5654710	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.49276745529707	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.59213309258848	NA	NA	NA	NA	NA	NA	NA	NA
421	PI-3K cascade:FGFR4 Homo sapiens R-HSA-5654720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.49276745529707	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.59213309258848	NA	NA	NA	NA	NA	NA	NA	NA
422	PI3K Cascade Homo sapiens R-HSA-109704	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.49406539740971	NA	NA	NA	NA	NA	NA	NA	NA
423	PI3K events in ERBB4 signaling Homo sapiens R-HSA-1250342	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.49276745529707	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.59213309258848	NA	NA	NA	NA	NA	NA	NA	NA
424	PI3K/AKT activation Homo sapiens R-HSA-198203	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.53769910144108	NA	NA	NA	1.39544711057546	NA	NA	NA	NA	NA	NA	NA	1.63902652400413	NA	NA	NA	NA	NA	NA	NA	NA
425	PI3K/AKT Signaling in Cancer Homo sapiens R-HSA-2219528	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.46179310288102	NA	NA	NA	1.42401164907617	NA	NA	NA	NA	NA	NA	NA	1.7287794094839	NA	NA	NA	NA	NA	NA	NA	NA
426	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling Homo sapiens R-HSA-6811558	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.53940580003644	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.78876134058149	NA	NA	NA	NA	NA	NA	NA	NA
427	PIP3 activates AKT signaling Homo sapiens R-HSA-1257604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.49276745529707	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.59213309258848	NA	NA	NA	NA	NA	NA	NA	NA
428	PIWI-interacting RNA (piRNA) biogenesis Homo sapiens R-HSA-5601884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.47621938889097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
429	Platelet activation, signaling and aggregation Homo sapiens R-HSA-76002	NA	NA	NA	NA	-1.35465730045139	NA	1.41160589449796	NA	NA	1.42607734108099	-1.46506125179107	1.33839557954177	1.37531555759731	NA	1.54399861869193	NA	-1.70422714011845	1.52051367624981	1.58543742848296	NA	NA	-1.47694811083406	NA	NA	NA	1.57991201484246	NA	1.38283280483315	NA	-1.3231789372834	NA	NA	NA	NA	NA
430	Platelet calcium homeostasis Homo sapiens R-HSA-418360	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.47584801588709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
431	Platelet degranulation Homo sapiens R-HSA-114608	NA	NA	NA	NA	-1.56135896119843	NA	1.63458458680504	NA	NA	NA	NA	NA	NA	NA	1.60833361317941	NA	-1.65028069180531	NA	1.75123305541654	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.53076531700362	NA	NA	NA	NA
432	Platelet homeostasis Homo sapiens R-HSA-418346	NA	NA	NA	NA	NA	NA	1.5540257228953	NA	NA	NA	NA	NA	1.52337062921937	NA	1.44564902641288	NA	-1.58990043213752	NA	NA	NA	NA	-1.58429669559463	NA	NA	NA	1.60731762513617	NA	NA	NA	NA	NA	NA	NA	NA	NA
433	Polo-like kinase mediated events Homo sapiens R-HSA-156711	NA	NA	NA	NA	-1.85564078163603	1.72718263087798	-1.85453121102292	1.77228654439535	NA	NA	NA	NA	NA	NA	NA	NA	-1.79406904663886	NA	NA	NA	1.85200271816223	NA	NA	NA	NA	NA	NA	-1.9841771372922	NA	-1.80903424822038	NA	NA	NA	NA	NA
434	Positive epigenetic regulation of rRNA expression Homo sapiens R-HSA-5250913	NA	NA	NA	NA	NA	1.54475476088322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
435	Post-Elongation Processing of Intron-Containing pre-mRNA Homo sapiens R-HSA-112296	NA	NA	NA	NA	-1.52653642322664	1.62641465359861	NA	1.89385278519939	NA	NA	NA	NA	NA	NA	NA	NA	-1.52192729328786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
436	Post-Elongation Processing of the Transcript Homo sapiens R-HSA-76044	NA	NA	NA	NA	-1.55715914497173	1.62384109023208	NA	1.83999253187597	NA	NA	NA	NA	NA	NA	NA	NA	-1.5170839357334	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
437	Potassium Channels Homo sapiens R-HSA-1296071	NA	NA	NA	NA	NA	NA	1.77222719797789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
438	PPARA activates gene expression Homo sapiens R-HSA-1989781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.52170132611798	NA	NA	NA	-1.36883330995288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
439	Pre-NOTCH Expression and Processing Homo sapiens R-HSA-1912422	NA	NA	1.55474530763347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
440	Pre-NOTCH Transcription and Translation Homo sapiens R-HSA-1912408	NA	NA	1.64341283382366	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
441	Prefoldin mediated transfer of substrate  to CCT/TriC Homo sapiens R-HSA-389957	NA	NA	NA	NA	-1.62659112391981	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
442	Presynaptic phase of homologous DNA pairing and strand exchange Homo sapiens R-HSA-5693616	NA	NA	NA	NA	-1.45970772719966	NA	-1.91507256598162	1.5576867217552	NA	NA	NA	NA	NA	NA	NA	NA	-1.54071310372914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.63409066889869	NA	NA	NA	NA	NA
443	Processing of Capped Intron-Containing Pre-mRNA Homo sapiens R-HSA-72203	NA	NA	-1.53714585755775	NA	-1.98939387301675	2.04975168954814	-1.46888203368751	NA	NA	NA	-1.39590655319326	1.57638075969224	NA	NA	1.36116619198596	-1.44109449381869	-1.57803140399638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
444	Processing of DNA double-strand break ends Homo sapiens R-HSA-5693607	NA	-1.56028555869563	NA	NA	-1.54716828605446	NA	-1.72122826259932	1.77667012989771	NA	NA	NA	NA	NA	NA	NA	NA	-1.5358532849232	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.54025355892522	NA	NA	NA	NA	NA
445	Programmed Cell Death Homo sapiens R-HSA-5357801	NA	NA	NA	NA	-1.72615824839718	1.50414800525461	NA	NA	NA	NA	-1.90172733252419	1.47642170667164	NA	NA	1.90335483138571	-1.49039406081591	-1.58260523050865	1.38978231133925	1.60551117054123	NA	NA	NA	1.72436151907182	NA	NA	NA	NA	NA	NA	NA	-1.37518879449929	NA	-1.45298989001154	NA	NA
446	Prolonged ERK activation events Homo sapiens R-HSA-169893	NA	NA	NA	NA	-1.34832610554139	NA	1.48550466251005	NA	NA	NA	-1.43636029587651	NA	NA	NA	1.58333519417096	NA	-1.47161380807411	1.29173230595899	1.36690465538318	NA	NA	NA	NA	NA	NA	NA	1.53806984834535	NA	NA	NA	-1.51500145280726	NA	NA	NA	NA
447	RAF activation Homo sapiens R-HSA-5673000	NA	NA	NA	NA	-1.51396688744344	1.56082672948262	NA	NA	NA	NA	NA	1.71667197680397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
448	RAF-independent MAPK1/3 activation Homo sapiens R-HSA-112409	NA	NA	NA	NA	-1.8144859719139	NA	NA	NA	NA	1.77538327328931	-1.67601750722395	1.84922612241758	1.57702356623524	NA	NA	NA	-1.56224370761398	NA	1.69620277178928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
449	RAF/MAP kinase cascade Homo sapiens R-HSA-5673001	NA	NA	NA	NA	-1.34245916346105	NA	1.46261656141369	NA	NA	NA	-1.40855345699908	NA	NA	NA	1.54570213167251	NA	-1.43885238685923	NA	1.3468488731563	NA	NA	NA	NA	NA	NA	NA	1.5080731775163	NA	NA	NA	-1.52313227114106	NA	NA	NA	NA
450	Recognition of DNA damage by PCNA-containing replication complex Homo sapiens R-HSA-110314	NA	NA	NA	NA	-1.74427984981987	1.8101133318455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
451	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks Homo sapiens R-HSA-5693565	NA	NA	NA	NA	NA	NA	-1.48454561978297	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
452	Recruitment of mitotic centrosome proteins and complexes Homo sapiens R-HSA-380270	NA	NA	NA	NA	NA	NA	-1.98854983294591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
453	Regulated Necrosis Homo sapiens R-HSA-5218859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.71455656588467	NA	1.69010341441055	NA	1.61729077040905	NA	NA	1.59440556101882	1.60379365324629	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
454	Regulation of actin dynamics for phagocytic cup formation Homo sapiens R-HSA-2029482	-1.76867620602936	NA	NA	-2.0950308639477	-1.56246414969642	NA	1.62068214046461	NA	NA	1.66687322118632	-1.74766048747114	1.76096939603659	1.88326660489614	NA	2.03961638924778	-1.48713054724939	-1.93360527454254	1.56607050619672	NA	-2.19456038683708	2.10945292602681	NA	NA	-2.17810289979091	NA	1.87530903724136	NA	NA	NA	-1.63159186115218	NA	1.56405094759184	NA	2.50030998252846	NA
455	Regulation of activated PAK-2p34 by proteasome mediated degradation Homo sapiens R-HSA-211733	NA	NA	-1.66416075243109	NA	-1.6853529359084	1.73059424586621	NA	1.70986925032381	NA	NA	-1.81810575977568	NA	NA	NA	1.6762790681862	-1.87211436384421	NA	1.54447689412103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
456	Regulation of APC/C activators between G1/S and early anaphase Homo sapiens R-HSA-176408	NA	-1.55352418740255	-1.81334475221542	NA	-1.92014138118538	1.78263057968421	-1.41690604124247	2.01017755444223	NA	NA	-1.58046849245034	NA	NA	NA	1.56355699387752	-1.84303345554238	-1.61351014485809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.6234489331727	NA	NA
457	Regulation of Apoptosis Homo sapiens R-HSA-169911	NA	NA	-1.67139381116541	NA	-1.70338204051318	1.77119020216581	NA	1.71510570298534	NA	NA	-1.8232961685964	NA	NA	NA	1.70862567286713	-1.88706679707155	NA	1.55672800958474	NA	NA	NA	NA	1.53192943910441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
458	Regulation of cholesterol biosynthesis by SREBP (SREBF) Homo sapiens R-HSA-1655829	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.93297029793872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
459	Regulation of Complement cascade Homo sapiens R-HSA-977606	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.58702890954077	NA	NA	NA	NA	NA	NA	1.816860245381	1.68193697586835	-1.71956967461579	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.66194273038548	NA	NA	NA
460	Regulation of DNA replication Homo sapiens R-HSA-69304	NA	NA	-1.74293671868674	NA	-1.95766069712948	1.92672045567807	NA	1.95814961385553	NA	NA	-1.72694358389739	NA	NA	NA	1.81324113143118	-1.69364009279915	-1.71769552263152	NA	NA	NA	1.57804456026373	NA	1.62276262556468	NA	NA	NA	NA	NA	NA	-1.60107199190994	NA	NA	-1.69267095489025	NA	NA
461	Regulation of FZD by ubiquitination Homo sapiens R-HSA-4641263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.6386175313758	NA	NA
462	Regulation of Hypoxia-inducible Factor (HIF) by oxygen Homo sapiens R-HSA-1234174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.51307326003128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
463	Regulation of IFNA signaling Homo sapiens R-HSA-912694	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.78405348104187	NA	NA	NA	1.70562297247119	NA	NA	1.69743296466834	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
464	Regulation of insulin secretion Homo sapiens R-HSA-422356	NA	NA	NA	NA	NA	-1.44199390898842	NA	-1.50558291428289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
465	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs) Homo sapiens R-HSA-381426	NA	NA	NA	NA	NA	NA	NA	-1.61611247341195	NA	-1.63867582255032	NA	NA	NA	NA	NA	NA	NA	NA	1.58773121140956	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
