"Module"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"M2"	"Pathways in clear cell renal cell carcinoma WP4018"	"Pathways in clear cell renal cell carcinoma WP4018"	"1/86"	"85/6201"	0.697376121735736	0.83087936143761	0.79038816448646	"PDGFRA"	1
"M2"	"ncRNAs involved in Wnt signaling in hepatocellular carcinoma WP4336"	"ncRNAs involved in Wnt signaling in hepatocellular carcinoma WP4336"	"1/86"	"86/6201"	0.701631460769538	0.83087936143761	0.79038816448646	"DKK2"	1
"M2"	"ErbB Signaling Pathway WP673"	"ErbB Signaling Pathway WP673"	"1/86"	"91/6201"	0.722036990728219	0.839301470506169	0.798399839389884	"NRG3"	1
"M2"	"GPCRs, Other WP117"	"GPCRs, Other WP117"	"1/86"	"91/6201"	0.722036990728219	0.839301470506169	0.798399839389884	"GRM8"	1
"M2"	"Ras Signaling WP4223"	"Ras Signaling WP4223"	"2/86"	"184/6201"	0.7299474862708	0.839301470506169	0.798399839389884	"PDGFRA/GRIN2B"	2
"M2"	"LncRNA involvement in canonical Wnt signaling and colorectal cancer WP4258"	"LncRNA involvement in canonical Wnt signaling and colorectal cancer WP4258"	"1/86"	"94/6201"	0.733611655701688	0.839301470506169	0.798399839389884	"DKK2"	1
"M2"	"Human Complement System WP2806"	"Human Complement System WP2806"	"1/86"	"97/6201"	0.744709712683321	0.839654803818204	0.798735953729597	"CRP"	1
"M2"	"Pathways Regulating Hippo Signaling WP4540"	"Pathways Regulating Hippo Signaling WP4540"	"1/86"	"98/6201"	0.748306528657966	0.839654803818204	0.798735953729597	"PDGFRA"	1
"M2"	"Integrin-mediated Cell Adhesion WP185"	"Integrin-mediated Cell Adhesion WP185"	"1/86"	"101/6201"	0.758799156043117	0.839654803818204	0.798735953729597	"CAV3"	1
"M2"	"Neural Crest Differentiation WP2064"	"Neural Crest Differentiation WP2064"	"1/86"	"101/6201"	0.758799156043117	0.839654803818204	0.798735953729597	"LHX1"	1
"M2"	"Thermogenesis WP4321"	"Thermogenesis WP4321"	"1/86"	"108/6201"	0.781630213760864	0.857886819981436	0.816079470079807	"DPF1"	1
"M2"	"Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932"	"Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932"	"3/86"	"303/6201"	0.799300468684333	0.862624575043707	0.820586340392455	"PDGFRA/GYS2/COMP"	3
"M2"	"Wnt Signaling WP428"	"Wnt Signaling WP428"	"1/86"	"115/6201"	0.802322936578045	0.862624575043707	0.820586340392455	"DKK2"	1
"M2"	"ESC Pluripotency Pathways WP3931"	"ESC Pluripotency Pathways WP3931"	"1/86"	"116/6201"	0.805116270040794	0.862624575043707	0.820586340392455	"PDGFRA"	1
"M2"	"Hippo-Merlin Signaling Dysregulation WP4541"	"Hippo-Merlin Signaling Dysregulation WP4541"	"1/86"	"120/6201"	0.815904760052398	0.86730033548877	0.825034237268069	"PDGFRA"	1
"M2"	"Nuclear Receptors Meta-Pathway WP2882"	"Nuclear Receptors Meta-Pathway WP2882"	"3/86"	"319/6201"	0.827099306590529	0.872331299919698	0.829820027993787	"GSTM1/SLC6A7/SLCO1B1"	3
"M2"	"Endoderm Differentiation WP2853"	"Endoderm Differentiation WP2853"	"1/86"	"141/6201"	0.863565316649709	0.903731145331091	0.859689666513787	"LHX1"	1
"M2"	"Mesodermal Commitment Pathway WP2857"	"Mesodermal Commitment Pathway WP2857"	"1/86"	"147/6201"	0.874782546558247	0.90691586195246	0.862719182520079	"LEFTY2"	1
"M2"	"Regulation of Actin Cytoskeleton WP51"	"Regulation of Actin Cytoskeleton WP51"	"1/86"	"150/6201"	0.880044280857573	0.90691586195246	0.862719182520079	"PDGFRA"	1
"M2"	"Nonalcoholic fatty liver disease WP4396"	"Nonalcoholic fatty liver disease WP4396"	"1/86"	"155/6201"	0.888332425983292	0.908521799301094	0.864246857814686	"LEP"	1
"M2"	"Insulin Signaling WP481"	"Insulin Signaling WP481"	"1/86"	"160/6201"	0.896054116362843	0.908579659187298	0.864301898018326	"GYS2"	1
"M2"	"Chemokine signaling pathway WP3929"	"Chemokine signaling pathway WP3929"	"1/86"	"164/6201"	0.901849439489614	0.908579659187298	0.864301898018326	"CXCL12"	1
"M2"	"MAPK Signaling Pathway WP382"	"MAPK Signaling Pathway WP382"	"1/86"	"246/6201"	0.96997741305837	0.96997741305837	0.922707558620828	"CACNA1A"	1
"M3"	"Hair Follicle Development: Cytodifferentiation (Part 3 of 3) WP2840"	"Hair Follicle Development: Cytodifferentiation (Part 3 of 3) WP2840"	"10/155"	"87/6201"	5.45711085086639e-05	0.00949537288050751	0.00896115044984375	"KLK7/KLK6/KLK13/PHLDA1/DSC2/DLX3/GJB6/FOXE1/MSX1/DKK1"	10
"M3"	"Vitamin D Receptor Pathway WP2877"	"Vitamin D Receptor Pathway WP2877"	"13/155"	"182/6201"	0.000583578167619222	0.0507713005828723	0.0479148390255783	"KLK6/SPRR1B/KRT16/CST6/DEFB4A/S100A8/IL1RL1/KRT13/S100A9/THBD/CREG2/ZNF257/ADRA1B"	13
"M3"	"ncRNAs involved in Wnt signaling in hepatocellular carcinoma WP4336"	"ncRNAs involved in Wnt signaling in hepatocellular carcinoma WP4336"	"7/155"	"86/6201"	0.00548224243462548	0.308056279159914	0.290724619170881	"FZD10/WNT16/WNT7A/FZD7/NOTUM/DKK1/SFRP4"	7
"M3"	"Monoamine GPCRs WP58"	"Monoamine GPCRs WP58"	"4/155"	"33/6201"	0.00874032048056638	0.308056279159914	0.290724619170881	"HTR2A/HRH1/HTR1B/ADRA1B"	4
"M3"	"LncRNA involvement in canonical Wnt signaling and colorectal cancer WP4258"	"LncRNA involvement in canonical Wnt signaling and colorectal cancer WP4258"	"7/155"	"94/6201"	0.00885219192988259	0.308056279159914	0.290724619170881	"FZD10/WNT16/WNT7A/FZD7/NOTUM/DKK1/SFRP4"	7
"M3"	"Small Ligand GPCRs WP247"	"Small Ligand GPCRs WP247"	"3/155"	"19/6201"	0.0110615562935231	0.320785132512171	0.302737330138528	"S1PR3/CNR1/S1PR1"	3
"M3"	"Preimplantation Embryo WP3527"	"Preimplantation Embryo WP3527"	"5/155"	"58/6201"	0.0144502992298583	0.359193152285049	0.338984463136526	"TBX3/ZAR1/FOXD1/BARX2/GATA2"	5
"M3"	"Ras Signaling WP4223"	"Ras Signaling WP4223"	"10/155"	"184/6201"	0.0165323703726712	0.359579055605598	0.339348655017987	"PLA2G2F/CALML5/CALML3/PDGFRB/PLA2G4E/GRIN2A/TEK/FLT4/PLA2G3/GNB3"	10
"M3"	"Angiogenesis WP1539"	"Angiogenesis WP1539"	"3/155"	"24/6201"	0.0210983841884928	0.378619697268177	0.357318044608806	"NOS3/TEK/FGF2"	3
"M3"	"Vitamin A and Carotenoid Metabolism WP716"	"Vitamin A and Carotenoid Metabolism WP716"	"4/155"	"43/6201"	0.0217597527165619	0.378619697268177	0.357318044608806	"CYP2E1/LPL/RDH12/RBP2"	4
"M3"	"Wnt Signaling WP428"	"Wnt Signaling WP428"	"7/155"	"115/6201"	0.0246077939227027	0.389250558413661	0.367350799228863	"FZD10/WNT16/WNT7A/FZD7/NOTUM/DKK1/SFRP4"	7
"M3"	"Matrix Metalloproteinases WP129"	"Matrix Metalloproteinases WP129"	"3/155"	"30/6201"	0.0379798852638928	0.404604028636826	0.381840462597367	"MMP7/MMP13/MMP21"	3
"M3"	"Breast cancer pathway WP4262"	"Breast cancer pathway WP4262"	"8/155"	"154/6201"	0.0385366055339833	0.404604028636826	0.381840462597367	"DLL4/FZD10/WNT16/WNT7A/FZD7/FGF2/FLT4/SFRP4"	8
"M3"	"Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932"	"Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932"	"13/155"	"303/6201"	0.0392266036884398	0.404604028636826	0.381840462597367	"NOS3/PDGFRB/TNN/PPP2R2C/RELN/PGF/COL5A3/TEK/LAMA4/FGF2/CHAD/FLT4/GNB3"	13
"M3"	"EDA Signalling in Hair Follicle Development WP3930"	"EDA Signalling in Hair Follicle Development WP3930"	"2/155"	"13/6201"	0.0404232187911061	0.404604028636826	0.381840462597367	"EDAR/DKK1"	2
"M3"	"Serotonin and anxiety-related events WP3944"	"Serotonin and anxiety-related events WP3944"	"2/155"	"13/6201"	0.0404232187911061	0.404604028636826	0.381840462597367	"ARC/HTR2A"	2
"M3"	"GABA receptor Signaling WP4159"	"GABA receptor Signaling WP4159"	"3/155"	"31/6201"	0.0413007726497725	0.404604028636826	0.381840462597367	"GABRQ/SLC6A11/GABRB1"	3
"M3"	"Wnt Signaling Pathway and Pluripotency WP399"	"Wnt Signaling Pathway and Pluripotency WP399"	"6/155"	"102/6201"	0.0418555891693268	0.404604028636826	0.381840462597367	"FZD10/WNT16/WNT7A/FZD7/PPP2R2C/MMP7"	6
"M3"	"Metabolic pathway of LDL, HDL and TG, including diseases WP4522"	"Metabolic pathway of LDL, HDL and TG, including diseases WP4522"	"2/155"	"16/6201"	0.0592417809713832	0.499812826687089	0.471692685802698	"LPL/LIPG"	2
"M3"	"Wnt Signaling in Kidney Disease WP4150"	"Wnt Signaling in Kidney Disease WP4150"	"3/155"	"36/6201"	0.0599913172850338	0.499812826687089	0.471692685802698	"WNT16/WNT7A/FZD7"	3
"M3"	"NOTCH1 regulation of human endothelial cell calcification WP3413"	"NOTCH1 regulation of human endothelial cell calcification WP3413"	"2/155"	"17/6201"	0.066067212723006	0.499812826687089	0.471692685802698	"DLL4/GJA5"	2
"M3"	"Regulation of Wnt/B-catenin Signaling by Small Molecule Compounds WP3664"	"Regulation of Wnt/B-catenin Signaling by Small Molecule Compounds WP3664"	"2/155"	"17/6201"	0.066067212723006	0.499812826687089	0.471692685802698	"FZD7/SFRP4"	2
"M3"	"Serotonin and anxiety WP3947"	"Serotonin and anxiety WP3947"	"2/155"	"17/6201"	0.066067212723006	0.499812826687089	0.471692685802698	"ARC/HTR2A"	2
"M3"	"Endochondral Ossification WP474"	"Endochondral Ossification WP474"	"4/155"	"64/6201"	0.0753150906315288	0.534755974545758	0.504669885233746	"ADAMTS1/CTSV/FGF2/MMP13"	4
"M3"	"GPCRs, Other WP117"	"GPCRs, Other WP117"	"5/155"	"91/6201"	0.0768327549634709	0.534755974545758	0.504669885233746	"CNR1/HTR2A/ACKR1/S1PR1/GPR176"	5
"M3"	"PI3K-Akt Signaling Pathway WP4172"	"PI3K-Akt Signaling Pathway WP4172"	"13/155"	"340/6201"	0.0822348143331026	0.550340680536917	0.519377774735385	"NOS3/PDGFRB/TNN/PPP2R2C/RELN/PGF/TEK/LAMA4/FGF2/CHAD/FLT4/G6PC2/GNB3"	13
"M3"	"Metapathway biotransformation Phase I and II WP702"	"Metapathway biotransformation Phase I and II WP702"	"8/155"	"183/6201"	0.0870727070529156	0.561135223229901	0.529565001959253	"GAL3ST1/CYP27C1/HS3ST4/HS3ST3A1/CYP4F8/GLYATL2/CYP2E1/NAT2"	8
"M3"	"Neovascularisation processes WP4331"	"Neovascularisation processes WP4331"	"2/155"	"21/6201"	0.0956794763427523	0.591351184226052	0.558080972409341	"DLL4/FLT4"	2
"M3"	"miRNA targets in ECM and membrane receptors WP2911"	"miRNA targets in ECM and membrane receptors WP2911"	"2/155"	"22/6201"	0.103582819758515	0.591351184226052	0.558080972409341	"COL5A3/LAMA4"	2
"M3"	"Neural Crest Differentiation WP2064"	"Neural Crest Differentiation WP2064"	"5/155"	"101/6201"	0.107917284984137	0.591351184226052	0.558080972409341	"DLX5/DLL4/MSX1/FGF2/WNT8A"	5
"M3"	"GPCRs, Class A Rhodopsin-like WP455"	"GPCRs, Class A Rhodopsin-like WP455"	"10/155"	"257/6201"	0.108887842517246	0.591351184226052	0.558080972409341	"CNR1/GPR1/HRH3/HTR2A/HRH1/NPY4R/HTR1B/AVPR1A/ADRA1B/PRLHR"	10
"M3"	"Blood Clotting Cascade WP272"	"Blood Clotting Cascade WP272"	"2/155"	"23/6201"	0.111657496993346	0.591351184226052	0.558080972409341	"KLK1/KLKB1"	2
"M3"	"NO/cGMP/PKG mediated Neuroprotection WP4008"	"NO/cGMP/PKG mediated Neuroprotection WP4008"	"3/155"	"47/6201"	0.112152810801493	0.591351184226052	0.558080972409341	"NOS3/GRIN2A/NPR1"	3
"M3"	"Signal Transduction of S1P Receptor WP26"	"Signal Transduction of S1P Receptor WP26"	"2/155"	"25/6201"	0.128267948494979	0.650878766516551	0.614259452973877	"S1PR3/S1PR1"	2
"M3"	"Ectoderm Differentiation WP2858"	"Ectoderm Differentiation WP2858"	"6/155"	"138/6201"	0.130923889816548	0.650878766516551	0.614259452973877	"FOXL1/KRT6A/KCNK10/ELOVL4/ZBTB16/TOX3"	6
"M3"	"Wnt/beta-catenin Signaling Pathway in Leukemia WP3658"	"Wnt/beta-catenin Signaling Pathway in Leukemia WP3658"	"2/155"	"26/6201"	0.136778634822829	0.661096734977004	0.623902544805884	"DKK1/ZBTB16"	2
"M3"	"Sphingolipid pathway WP1422"	"Sphingolipid pathway WP1422"	"2/155"	"27/6201"	0.145410441655049	0.668089362701574	0.630501757903482	"GAL3ST1/ACER1"	2
"M3"	"Cardiac Progenitor Differentiation WP2406"	"Cardiac Progenitor Differentiation WP2406"	"3/155"	"53/6201"	0.145904573463562	0.668089362701574	0.630501757903482	"IRX4/FGF2/DKK1"	3
"M3"	"Alzheimers Disease WP2059"	"Alzheimers Disease WP2059"	"4/155"	"83/6201"	0.153175512280783	0.68339843940657	0.64494952539277	"CALML5/CALML3/GRIN2A/LPL"	4
"M3"	"ESC Pluripotency Pathways WP3931"	"ESC Pluripotency Pathways WP3931"	"5/155"	"116/6201"	0.1641282263256	0.713957784516361	0.673789560705096	"PDGFRB/WNT16/WNT7A/FZD7/FGF2"	5
"M3"	"Nuclear Receptors Meta-Pathway WP2882"	"Nuclear Receptors Meta-Pathway WP2882"	"11/155"	"319/6201"	0.173548200085354	0.725186079535397	0.684386136766618	"SLC5A5/SLC6A11/ANGPTL4/ANKRD1/THBD/ADGRF4/SLC6A5/GGTLC2/EDN2/SOD3/FGFBP1"	11
"M3"	"Complement and Coagulation Cascades WP558"	"Complement and Coagulation Cascades WP558"	"3/155"	"58/6201"	0.176234179647459	0.725186079535397	0.684386136766618	"THBD/SERPINC1/KLKB1"	3
"M3"	"Oxidation by Cytochrome P450 WP43"	"Oxidation by Cytochrome P450 WP43"	"3/155"	"61/6201"	0.195209211149233	0.725186079535397	0.684386136766618	"CYP27C1/CYP4F8/CYP2E1"	3
"M3"	"Prader-Willi and Angelman Syndrome WP3998"	"Prader-Willi and Angelman Syndrome WP3998"	"3/155"	"61/6201"	0.195209211149233	0.725186079535397	0.684386136766618	"DLX5/NHLH2/MSX1"	3
"M3"	"MECP2 and Associated Rett Syndrome WP3584"	"MECP2 and Associated Rett Syndrome WP3584"	"3/155"	"62/6201"	0.201644441853849	0.725186079535397	0.684386136766618	"DLX5/POU4F1/FGF2"	3
"M3"	"Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways WP706"	"Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways WP706"	"6/155"	"158/6201"	0.202759370651035	0.725186079535397	0.684386136766618	"HTR3A/MAP2/HTR2A/GNB3/GATA2/GCK"	6
"M3"	"Corticotropin-releasing hormone signaling pathway WP2355"	"Corticotropin-releasing hormone signaling pathway WP2355"	"4/155"	"93/6201"	0.202804067074309	0.725186079535397	0.684386136766618	"KRT14/IVL/NOS3/GNB3"	4
"M3"	"Epithelial to mesenchymal transition in colorectal cancer WP4239"	"Epithelial to mesenchymal transition in colorectal cancer WP4239"	"6/155"	"159/6201"	0.206685498686693	0.725186079535397	0.684386136766618	"DLL4/FZD10/WNT16/WNT7A/FZD7/WNT8A"	6
"M3"	"Ethanol metabolism resulting in production of ROS by CYP2E1 WP4269"	"Ethanol metabolism resulting in production of ROS by CYP2E1 WP4269"	"1/155"	"10/6201"	0.223782850572261	0.725186079535397	0.684386136766618	"CYP2E1"	1
"M3"	"Gamma-Glutamyl Cycle for the biosynthesis and degradation of glutathione, including diseases WP4518"	"Gamma-Glutamyl Cycle for the biosynthesis and degradation of glutathione, including diseases WP4518"	"1/155"	"10/6201"	0.223782850572261	0.725186079535397	0.684386136766618	"GGTLC2"	1
"M3"	"Leptin and adiponectin WP3934"	"Leptin and adiponectin WP3934"	"1/155"	"10/6201"	0.223782850572261	0.725186079535397	0.684386136766618	"LEPR"	1
"M3"	"Focal Adhesion WP306"	"Focal Adhesion WP306"	"7/155"	"198/6201"	0.225907446992046	0.725186079535397	0.684386136766618	"PDGFRB/TNN/RELN/PGF/COL5A3/LAMA4/CHAD"	7
"M3"	"AGE/RAGE pathway WP2324"	"AGE/RAGE pathway WP2324"	"3/155"	"66/6201"	0.227853209631946	0.725186079535397	0.684386136766618	"NOS3/MMP7/MMP13"	3
"M3"	"Association Between Physico-Chemical Features and Toxicity Associated Pathways WP3680"	"Association Between Physico-Chemical Features and Toxicity Associated Pathways WP3680"	"3/155"	"66/6201"	0.227853209631946	0.725186079535397	0.684386136766618	"FZD10/WNT16/FZD7"	3
"M3"	"Pathways Regulating Hippo Signaling WP4540"	"Pathways Regulating Hippo Signaling WP4540"	"4/155"	"98/6201"	0.229225484910614	0.725186079535397	0.684386136766618	"PDGFRB/CDH5/TEK/FLT4"	4
"M3"	"PPAR signaling pathway WP3942"	"PPAR signaling pathway WP3942"	"3/155"	"67/6201"	0.234507174173241	0.728647291181141	0.687652615996721	"ANGPTL4/LPL/FABP4"	3
"M3"	"Sleep regulation WP3591"	"Sleep regulation WP3591"	"2/155"	"38/6201"	0.24545615495685	0.749287209868279	0.707131305138848	"HTR2A/GRIN2A"	2
"M3"	"Iron metabolism in placenta WP2007"	"Iron metabolism in placenta WP2007"	"1/155"	"12/6201"	0.262166641955293	0.78649992586588	0.742250383757273	"HEPHL1"	1
"M3"	"BMP2-WNT4-FOXO1 Pathway in Human Primary Endometrial Stromal Cell Differentiation WP3876"	"BMP2-WNT4-FOXO1 Pathway in Human Primary Endometrial Stromal Cell Differentiation WP3876"	"1/155"	"13/6201"	0.280645260552309	0.791139888125611	0.746629295508744	"DKK1"	1
"M3"	"Cell-type Dependent Selectivity of CCK2R Signaling WP3679"	"Cell-type Dependent Selectivity of CCK2R Signaling WP3679"	"1/155"	"13/6201"	0.280645260552309	0.791139888125611	0.746629295508744	"CNR1"	1
"M3"	"Transcriptional cascade regulating adipogenesis WP4211"	"Transcriptional cascade regulating adipogenesis WP4211"	"1/155"	"13/6201"	0.280645260552309	0.791139888125611	0.746629295508744	"GATA2"	1
"M3"	"Peptide GPCRs WP24"	"Peptide GPCRs WP24"	"3/155"	"74/6201"	0.281900419906827	0.791139888125611	0.746629295508744	"NPY4R/ACKR1/AVPR1A"	3
"M3"	"Osteoblast Signaling WP322"	"Osteoblast Signaling WP322"	"1/155"	"14/6201"	0.298664004025869	0.816069997996855	0.770156803917177	"PDGFRB"	1
"M3"	"NRF2 pathway WP2884"	"NRF2 pathway WP2884"	"5/155"	"146/6201"	0.301281201016155	0.816069997996855	0.770156803917177	"SLC5A5/SLC6A11/SLC6A5/GGTLC2/SOD3"	5
"M3"	"Calcium Regulation in the Cardiac Cell WP536"	"Calcium Regulation in the Cardiac Cell WP536"	"5/155"	"149/6201"	0.316076300456627	0.816069997996855	0.770156803917177	"ATP1B2/GJB6/GJA5/GNB3/ADRA1B"	5
"M3"	"Fatty Acid Omega Oxidation WP206"	"Fatty Acid Omega Oxidation WP206"	"1/155"	"15/6201"	0.316234244752553	0.816069997996855	0.770156803917177	"CYP2E1"	1
"M3"	"Role of Osx and miRNAs in tooth development WP3971"	"Role of Osx and miRNAs in tooth development WP3971"	"1/155"	"15/6201"	0.316234244752553	0.816069997996855	0.770156803917177	"DKK1"	1
"M3"	"ID signaling pathway WP53"	"ID signaling pathway WP53"	"1/155"	"16/6201"	0.333367075671297	0.816069997996855	0.770156803917177	"PAX2"	1
"M3"	"Differentiation Pathway WP2848"	"Differentiation Pathway WP2848"	"2/155"	"48/6201"	0.338454103780505	0.816069997996855	0.770156803917177	"FGF2/DKK1"	2
"M3"	"Spinal Cord Injury WP2431"	"Spinal Cord Injury WP2431"	"4/155"	"118/6201"	0.3411329873882	0.816069997996855	0.770156803917177	"KLK8/PRB1/SELP/AQP1"	4
"M3"	"ACE Inhibitor Pathway WP554"	"ACE Inhibitor Pathway WP554"	"1/155"	"17/6201"	0.350073317105566	0.816069997996855	0.770156803917177	"NOS3"	1
"M3"	"Cells and Molecules involved in local acute inflammatory response  WP4493"	"Cells and Molecules involved in local acute inflammatory response  WP4493"	"1/155"	"17/6201"	0.350073317105566	0.816069997996855	0.770156803917177	"SELP"	1
"M3"	"Leptin Insulin Overlap WP3935"	"Leptin Insulin Overlap WP3935"	"1/155"	"17/6201"	0.350073317105566	0.816069997996855	0.770156803917177	"LEPR"	1
"M3"	"Platelet-mediated interactions with vascular and circulating cells WP4462"	"Platelet-mediated interactions with vascular and circulating cells WP4462"	"1/155"	"17/6201"	0.350073317105566	0.816069997996855	0.770156803917177	"SELP"	1
"M3"	"Hippo-Merlin Signaling Dysregulation WP4541"	"Hippo-Merlin Signaling Dysregulation WP4541"	"4/155"	"120/6201"	0.352582755985741	0.816069997996855	0.770156803917177	"PDGFRB/CDH5/TEK/FLT4"	4
"M3"	"Synaptic signaling pathways associated with autism spectrum disorder WP4539"	"Synaptic signaling pathways associated with autism spectrum disorder WP4539"	"2/155"	"50/6201"	0.356745193626521	0.816069997996855	0.770156803917177	"ARC/GRIN2A"	2
"M3"	"Selenium Micronutrient Network WP15"	"Selenium Micronutrient Network WP15"	"3/155"	"86/6201"	0.364491667081248	0.816069997996855	0.770156803917177	"DIO2/GGTLC2/SOD3"	3
"M3"	"Synaptic Vesicle Pathway WP2267"	"Synaptic Vesicle Pathway WP2267"	"2/155"	"51/6201"	0.365824481860659	0.816069997996855	0.770156803917177	"SYN3/SLC22A3"	2
"M3"	"Phosphodiesterases in neuronal function WP4222"	"Phosphodiesterases in neuronal function WP4222"	"2/155"	"53/6201"	0.38383341004795	0.843977996917085	0.796494661337358	"GRIN2A/PDE1C"	2
"M3"	"Hypertrophy Model WP516"	"Hypertrophy Model WP516"	"1/155"	"20/6201"	0.397736757167822	0.843977996917085	0.796494661337358	"ANKRD1"	1
"M3"	"Imatinib and Chronic Myeloid Leukemia WP3640"	"Imatinib and Chronic Myeloid Leukemia WP3640"	"1/155"	"20/6201"	0.397736757167822	0.843977996917085	0.796494661337358	"PDGFRB"	1
"M3"	"Serotonin Receptor 2 and ELK-SRF/GATA4 signaling WP732"	"Serotonin Receptor 2 and ELK-SRF/GATA4 signaling WP732"	"1/155"	"20/6201"	0.397736757167822	0.843977996917085	0.796494661337358	"HTR2A"	1
"M3"	"Adipogenesis WP236"	"Adipogenesis WP236"	"4/155"	"130/6201"	0.409699921940426	0.845106989298577	0.797560135091216	"LPL/SFRP4/GATA2/NR2F1"	4
"M3"	"Nicotine Activity on Dopaminergic Neurons WP1602"	"Nicotine Activity on Dopaminergic Neurons WP1602"	"1/155"	"21/6201"	0.412839621209075	0.845106989298577	0.797560135091216	"CHRNA3"	1
"M3"	"Tamoxifen metabolism WP691"	"Tamoxifen metabolism WP691"	"1/155"	"21/6201"	0.412839621209075	0.845106989298577	0.797560135091216	"CYP2E1"	1
"M3"	"Glutathione metabolism WP100"	"Glutathione metabolism WP100"	"1/155"	"23/6201"	0.441925619135251	0.859742075050011	0.811371831263168	"GGTLC2"	1
"M3"	"GPCRs, Class B Secretin-like WP334"	"GPCRs, Class B Secretin-like WP334"	"1/155"	"24/6201"	0.455927161549306	0.859742075050011	0.811371831263168	"GCGR"	1
"M3"	"IL1 and megakaryocytes in obesity WP2865"	"IL1 and megakaryocytes in obesity WP2865"	"1/155"	"24/6201"	0.455927161549306	0.859742075050011	0.811371831263168	"S100A9"	1
